"Tag Code","Mark File Name","Mark Date MMDDYYYY","Mark Site Name","Release Date MMDDYYYY","Release Site Name","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Recap Date MMDDYYYY","Recap File Name","Recap Release Date MMDDYYYY","Recap Release Site Name","Recap Site Name","Recap Species Code","Recap Species Name","Recap Run Code","Recap Run Name","Recap Rear Type Code","Recap Rear Type Name","Recap Length mm","Recap Weight g","Recap Count"
"3DD.003D80035B","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","233","123","1"
"3DD.003D80035F","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/18/2021","ILR-2021-138-LLR.xml","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","217","97.4","1"
"3DD.003D800363","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","173","47","1"
"3DD.003D800364","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","224","118.6","1"
"3DD.003D80036B","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/17/2021","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","240","146.6","1"
"3DD.003D800372","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","188","62","1"
"3DD.003D800378","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","154","39","1"
"3DD.003D800382","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","185","61.4","1"
"3DD.003D800384","ILR-2021-134-LLR.xml","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/14/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/15/2021","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","182","62","1"
"3DD.003D8003A3","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/16/2021","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","220","116","1"
"3DD.003D8003AC","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/20/2021","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","184","66","1"
"3DD.003D8003AE","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/16/2021","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","224","122","1"
"3DD.003D8003B9","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/17/2021","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","178","55","1"
"3DD.003D8003C0","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/16/2021","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","213","95.5","1"
"3DD.003D8003C1","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/18/2021","ILR-2021-138-LLR.xml","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","220","103","1"
"3DD.003D8003CC","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","195","75.8","1"
"3DD.003D8003CD","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/16/2021","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","220","113","1"
"3DD.003D8003E4","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/18/2021","ILR-2021-138-LLR.xml","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","253","167.2","1"
"3DD.003D8003E5","ILR-2021-135-LLR.xml","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/15/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/16/2021","ILR-2021-136-LLR.xml","5/16/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","295","94","1"
"3DD.003D8003EC","ILR-2021-139-LLR.xml","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/20/2021","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","186","68.6","1"
"3DD.003D8003F3","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/18/2021","ILR-2021-138-LLR.xml","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","203","82.2","1"
"3DD.003D8003F4","ILR-2021-139-LLR.xml","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/20/2021","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","215","109.4","1"
"3DD.003D800403","ILR-2021-138-LLR.xml","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/19/2021","ILR-2021-139-LLR.xml","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","203","88.9","1"
"3DD.003D800424","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/19/2021","ILR-2021-139-LLR.xml","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","160","40","1"
"3DD.003D800425","ILR-2021-137-LLR.xml","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/17/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/18/2021","ILR-2021-138-LLR.xml","5/18/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","187","72.2","1"
"3DD.003D80043C","ILR-2021-139-LLR.xml","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/19/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/20/2021","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","192","77.1","1"
"3DD.003D800458","ILR-2021-216-LLR.xml","8/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","8/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","9/4/2021","ILR-2021-247-LLR.xml","9/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","152","39.4","1"
"3DD.003D800458","ILR-2021-216-LLR.xml","8/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","8/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","10/5/2021","ILR-2021-278-LLR.xml","10/5/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","152","42.1","1"
"3DD.003D800462","ILR-2021-278-LLR.xml","10/5/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","10/5/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","10/12/2021","ILR-2021-285-LLR.xml","10/12/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","200","82.2","1"
"3DD.003D800474","ILR-2021-245-LLR.xml","9/2/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","9/2/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","9/3/2021","ILR-2021-246-LLR.xml","9/3/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","176","56.1","1"
"3DD.003D800476","ILR-2021-277-LLR.xml","10/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","10/4/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","10/5/2021","ILR-2021-278-LLR.xml","10/5/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","","","1"
"3DD.003D80047C","ILR-2021-221-LLR.xml","8/9/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","8/9/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","9/3/2021","ILR-2021-246-LLR.xml","9/3/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","169","54.4","1"
"3DD.003D8004AB","ILR-2021-274-LLR.xml","10/1/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","10/1/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","10/2/2021","ILR-2021-275-LLR.xml","10/2/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","185","65.3","1"
"3DD.003D8004B4","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","200","83.6","1"
"3DD.003D8004B6","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/20/2021","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","167","53.3","1"
"3DD.003D8004D8","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","248","153.3","1"
"3DD.003D8004EC","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","225","122.5","1"
"3DD.003D8004F6","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","194","71.5","1"
"3DD.003D8004FC","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","148","35.4","1"
"3DD.003D800504","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","191","67.7","1"
"3DD.003D800510","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","212","100.4","1"
"3DD.003D800511","ILR-2021-140-LLR.xml","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/20/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/21/2021","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","215","104.2","1"
"3DD.003D80051F","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","119","18.7","1"
"3DD.003D800532","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","167","50.6","1"
"3DD.003D800534","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/23/2021","ILR-2021-143-LLR.xml","5/23/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","189","67.7","1"
"3DD.003D800537","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","145","30.5","1"
"3DD.003D80053D","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","155","43.3","1"
"3DD.003D800546","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","188","63","1"
"3DD.003D80054B","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/23/2021","ILR-2021-143-LLR.xml","5/23/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","176","54","1"
"3DD.003D800559","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","97","10.6","1"
"3DD.003D800562","ILR-2021-141-LLR.xml","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/21/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/22/2021","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","112","16.5","1"
"3DD.003D800569","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/23/2021","ILR-2021-143-LLR.xml","5/23/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","213","95.3","1"
"3DD.003D800571","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/23/2021","ILR-2021-143-LLR.xml","5/23/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","200","75.1","1"
"3DD.003D800586","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/23/2021","ILR-2021-143-LLR.xml","5/23/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","175","51.4","1"
"3DD.003D8005BC","ILR-2021-142-LLR.xml","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","5/22/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","5/23/2021","ILR-2021-143-LLR.xml","5/23/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","166","46.3","1"
"3DD.003D8005EE","ILR-2022-091-LLR.xml","4/1/2022","LLRTP - Lower Lemhi River Rotary Screw Trap","4/1/2022","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","4/2/2022","ILR-2022-092-LLR.xml","4/2/2022","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","1","Chinook","1","Spring","W","Wild Fish or Natural Production","112","15.2","1"
"3DD.003D800609","ILR-2021-313-LLR.xml","11/9/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","11/9/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","11/11/2021","ILR-2021-315-LLR.xml","11/11/2021","LLRTP - Lower Lemhi River Rotary Screw Trap","LLRTP - Lower Lemhi River Rotary Screw Trap","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","206","83.8","1"
